rowid,unique_id,CPS_Performance_Policy_Level,CPS_Performance_Policy_Status,Probation_Length,Student_Response_Rate,Teacher_Response_Rate,EPAS_Growth_Percentile,EXPLORE_Growth_Percentile_Grade_9,Plan_Growth_Percentile_Grade_10,ACT_Growth_Percentile_Grade_11,EPAS_Attainment_Percentile,EXPLORE_Attainment_Percentile_Grade_9,PLAN_Attainment_Percentile_Grade_10,Grade_ACT_Attainment_Percentile_Grade_11,EXPLORE_Spring_2013_Average_Grade_9,EXPLORE_Spring_2013_Average_Grade_10,EXPLORE_Fall_2011_Average_Grade_9,PLAN_Fall_2012_Average_Grade_10,ACT_Spring_2013_Average_Grade_11,Freshmen_on_Track_Rate_Percentage_2013,Freshmen_on_Track_Rate_Percentage_2012,Four_Year_Graduation_Rate_Percentage_2013,Four_Year_Graduation_Rate_Percentage_2012,Five_Year_Graduation_Rate_Percentage_2013,Five_Year_Graduation_Rate_Percentage_2012,Suspensions_Per_100_2013,Suspensions_Per_100_2012,Percentage_of_Misconducts_Resulting_in_Suspension_2013,Percentage_of_Misconducts_Resulting_in_Suspension_2012,Average_Length_of_Suspensions_2013,Average_Length_of_Suspensions_2012,Student_Attendance_Percentage_2013,Student_Attendance_Percentage_2012,Teacher_Attendance_Percentage_2013,Teacher_Attendance_Percentage_2012,One_Year_DropOut_Rate_Percentage_2013,One_Year_DropOut_Rate_Percentage_2012,Area_21214,Area_21220,Area_21224,Area_21230,Area_21232,Area_21236,Area_21240,Area_21242,Area_21244,Area_21246,Area_21248,Area_21250,Area_21252,Area_21258,Area_21262,Area_21264,Area_21268,Area_21272,Area_21274,Area_21278,Area_21282,Area_21288,Area_21294,Area_21302,Area_21310,Area_21318,Area_21320,Area_21210,Area_21216,Area_21218,Area_21224,Area_21226,Area_21228,Area_21230,Area_21232,Area_21234,Area_21236,Area_21238,Area_21240,Area_21242,Area_21244,Area_21246,Area_21248,Area_21250,Area_21252,Area_21254,Area_21256,Area_21258,Area_21264,Area_21268,Area_21274,Area_21276,Area_21278,Area_21280,Area_21282,Area_21284,Area_21286,Area_21288,Area_21298,Area_21304,Area_21306,Area_21654,Quality_of_Facilities_NEUTRAL,Quality_of_Facilities_NOT ENOUGH DATA,Quality_of_Facilities_STRONG,Quality_of_Facilities_VERY WEAK,Quality_of_Facilities_WEAK,Overall_Rating_MODERATELY ORGANIZED,Overall_Rating_NOT ENOUGH DATA,Overall_Rating_NOT YET ORGANIZED,Overall_Rating_ORGANIZED,Overall_Rating_PARTIALLY ORGANIZED,Overall_Rating_WELL-ORGANIZED,Collaborative_Teachers_NEUTRAL,Collaborative_Teachers_NOT ENOUGH DATA,Collaborative_Teachers_STRONG,Collaborative_Teachers_VERY STRONG,Collaborative_Teachers_VERY WEAK,Collaborative_Teachers_WEAK,Involved_Family_NEUTRAL,Involved_Family_NOT ENOUGH DATA,Involved_Family_STRONG,Involved_Family_VERY STRONG,Involved_Family_VERY WEAK,Involved_Family_WEAK,Parent_Teacher_Partnership_NEUTRAL,Parent_Teacher_Partnership_NOT ENOUGH DATA,Parent_Teacher_Partnership_STRONG,Parent_Teacher_Partnership_VERY STRONG,Parent_Teacher_Partnership_VERY WEAK,Parent_Teacher_Partnership_WEAK,Ambitious_Instruction_NEUTRAL,Ambitious_Instruction_NOT ENOUGH DATA,Ambitious_Instruction_STRONG,Ambitious_Instruction_VERY STRONG,Ambitious_Instruction_WEAK,Effective_Leaders_NEUTRAL,Effective_Leaders_NOT ENOUGH DATA,Effective_Leaders_STRONG,Effective_Leaders_VERY STRONG,Effective_Leaders_VERY WEAK,Effective_Leaders_WEAK,Safe_NEUTRAL,Safe_NOT ENOUGH DATA,Safe_STRONG,Safe_VERY STRONG,Safe_VERY WEAK,Safe_WEAK,Creative_Schools_Certification_DEVELOPING,Creative_Schools_Certification_EMERGING,Creative_Schools_Certification_EXCELLING,Creative_Schools_Certification_INCOMPLETE DATA,Creative_Schools_Certification_STRONG,School_Community_NEUTRAL,School_Community_NOT ENOUGH DATA,School_Community_STRONG,School_Community_VERY STRONG,School_Community_VERY WEAK,School_Community_WEAK,Healthy_Schools_Certification_HEALTHY SCHOOLS CERTIFIED,Healthy_Schools_Certification_NOT CERTIFIED,Healthy_Schools_Certification_PENDING CERTIFICATION,Supportive_Environment_NEUTRAL,Supportive_Environment_NOT ENOUGH DATA,Supportive_Environment_STRONG,Supportive_Environment_VERY STRONG,Supportive_Environment_VERY WEAK,Supportive_Environment_WEAK,College_Persistence_Rate
50,43,50,50,50.0,88.4,80.5,50.0,50.0,50.0,50.0,55.0,50.0,50.0,55.0,50.0,50.0,50.0,50.0,20.1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,94.3,95.4,50.0,50.0,1.2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,79.2
51,91,51,51,51.0,75.7,83.3,51.0,51.0,51.0,51.0,35.0,51.0,51.0,34.0,51.0,51.0,51.0,51.0,18.2,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,89.7,88.9,51.0,51.0,1.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,76.1
52,51,52,52,52.0,57.8,62.8,52.0,52.0,52.0,52.0,18.0,52.0,52.0,15.0,52.0,52.0,52.0,52.0,15.6,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,85.7,85.0,52.0,52.0,1.2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,62.5
53,46,53,53,53.0,70.7,50.0,53.0,53.0,53.0,53.0,59.0,53.0,53.0,59.0,53.0,53.0,53.0,53.0,20.5,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,95.4,95.1,53.0,53.0,1.6,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,73.0
54,97,54,54,54.0,83.1,90.2,54.0,54.0,54.0,54.0,5.0,54.0,54.0,5.0,54.0,54.0,54.0,54.0,13.9,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,78.1,73.6,54.0,54.0,2.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,45.6
55,80,55,55,55.0,65.8,64.2,55.0,55.0,55.0,55.0,7.0,55.0,55.0,8.0,55.0,55.0,55.0,55.0,14.9,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,71.1,70.5,55.0,55.0,12.5,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,61.2
56,39,56,56,56.0,55.9,83.8,56.0,56.0,56.0,56.0,39.0,56.0,56.0,30.0,56.0,56.0,56.0,56.0,17.6,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,87.1,83.1,56.0,56.0,10.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,75.2
57,0,57,57,57.0,84.5,80.7,57.0,57.0,57.0,57.0,7.0,57.0,57.0,5.0,57.0,57.0,57.0,57.0,14.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,83.0,99.4,57.0,57.0,11.3,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,70.0
58,106,58,58,58.0,74.1,91.2,58.0,58.0,58.0,58.0,20.0,58.0,58.0,21.0,58.0,58.0,58.0,58.0,16.8,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,86.9,90.3,58.0,58.0,1.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,61.3
59,4,59,59,59.0,82.3,74.2,59.0,59.0,59.0,59.0,29.0,59.0,59.0,18.0,59.0,59.0,59.0,59.0,16.4,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,92.2,91.4,59.0,59.0,0.9,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,77.6
60,99,60,60,60.0,67.8,95.2,60.0,60.0,60.0,60.0,9.0,60.0,60.0,8.0,60.0,60.0,60.0,60.0,14.6,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,82.1,80.1,60.0,60.0,0.2,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,65.1
61,104,61,61,61.0,76.3,95.7,61.0,61.0,61.0,61.0,5.0,61.0,61.0,6.0,61.0,61.0,61.0,61.0,14.3,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,80.3,77.9,61.0,61.0,4.3,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,44.0
62,69,62,62,62.0,70.4,64.9,62.0,62.0,62.0,62.0,11.0,62.0,62.0,9.0,62.0,62.0,62.0,62.0,15.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,80.7,75.9,62.0,62.0,2.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,62.8
63,18,63,63,63.0,50.8,83.9,63.0,63.0,63.0,63.0,21.0,63.0,63.0,16.0,63.0,63.0,63.0,63.0,16.1,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,88.1,91.8,63.0,63.0,2.0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,75.3
64,70,64,64,64.0,85.5,90.0,64.0,64.0,64.0,64.0,75.0,64.0,64.0,75.0,64.0,64.0,64.0,64.0,22.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,96.6,97.6,64.0,64.0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,69.7
65,2,65,65,65.0,79.0,81.6,65.0,65.0,65.0,65.0,7.0,65.0,65.0,8.0,65.0,65.0,65.0,65.0,14.6,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,75.5,71.2,65.0,65.0,8.9,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,50.0
66,98,66,66,66.0,90.2,94.0,66.0,66.0,66.0,66.0,23.0,66.0,66.0,19.0,66.0,66.0,66.0,66.0,16.3,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,89.2,87.2,66.0,66.0,4.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,61.5
67,8,67,67,67.0,93.8,94.4,67.0,67.0,67.0,67.0,14.0,67.0,67.0,16.0,67.0,67.0,67.0,67.0,16.1,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,93.7,96.2,67.0,67.0,1.3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,76.1
68,5,68,68,68.0,59.5,66.3,68.0,68.0,68.0,68.0,28.0,68.0,68.0,27.0,68.0,68.0,68.0,68.0,17.3,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,91.0,89.9,68.0,68.0,1.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,74.2
69,10,69,69,69.0,93.3,82.8,69.0,69.0,69.0,69.0,58.0,69.0,69.0,58.0,69.0,69.0,69.0,69.0,20.4,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,95.4,96.4,69.0,69.0,0.6,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,66.7
